ADAPTER_DIAMETER,ADAPTER_LENGTH,CAN_DIAMETER,CAN_LENGTH,CORPUS,COST,ESC_BEC_Class,INTERNAL_RESISTANCE,IO_IDLE_CURRENT_10V,KM,KT,KV,LENGTH,MAX_CURRENT,MAX_POWER,MODEL,MODEL_NAME,Max_Cells,Min_Cells,PROP_PITCH_REC,PROP_SIZE_REC,Poles,SHAFT_DIAMETER,TOTAL_LENGTH,WEIGHT
6,30,36.2,20,UAV,34,3,23.2,2.6,0.0597087652839683,0.00909456817667973,1050,42,67,963,t_motor_AS2820KV1050,t_motor_AS2820KV1050,4,3,"5,8","10,13",12N14P,5,62.2,0.144
6,30,36.2,20,UAV,34,3,16.8,3.44,0.0589395381170533,0.00763943726841098,1250,42,77,1092,t_motor_AS2820KV1250,t_motor_AS2820KV1250,4,3,"5,8","8,12",12N14P,5,62.2,0.144
6,30,36.2,20,UAV,34,3,34,2,0.0588503772767506,0.0108514733926292,880,42,45,626,t_motor_AS2820KV880,t_motor_AS2820KV880,4,3,"5,7","11,14",12N14P,5,62.2,0.136
6,23,28.8,8,UAV,29.99,3,90,0.8,0.0219524059437097,0.00658572178311291,1450,26,23,250,t_motor_AT2308KV1450,t_motor_AT2308KV1450,4,2,"4,7","6,9",12N14P,4,40.5,0.047
6,23,28.8,8,UAV,29.99,3,28,1.8,0.0219492163038947,0.00367280637904374,2600,26,28,300,t_motor_AT2308KV2600,t_motor_AT2308KV2600,4,2,"4,6","5,7",12N14P,4,40.5,0.048
nan,nan,28.8,10,UAV,27.99,3,35,2.1,0.0232014260439497,0.00434058935705169,2200,24.8,45,650,t_motor_AT2310KV2200,t_motor_AT2310KV2200,4,3,"4,5","5,6",12N14P,6,49.8,0.052
6,23,28.8,12,UAV,34.99,3,75,0.85,0.0303209573808286,0.00830373616131628,1150,30,25,350,t_motor_AT2312KV1150,t_motor_AT2312KV1150,4,2,"4,7","8,10",12N14P,4,44.5,0.06
6,23,28.8,12,UAV,34.99,3,55,1.1,0.0290845267531959,0.0068209261325098,1400,30,30,320,t_motor_AT2312KV1400,t_motor_AT2312KV1400,4,2,"4,7","7,9",12N14P,4,44.5,0.06
6,23,28.8,17,UAV,39.99,3,52,1.3,0.0335011485962642,0.00763943726841098,1250,36,40,550,t_motor_AT2317KV1250,t_motor_AT2317KV1250,4,2,"4,7","8,11",12N14P,4,52,0.079
6,23,28.8,17,UAV,39.99,3,35,1.7,0.0364593837833496,0.0068209261325098,1400,36,45,700,t_motor_AT2317KV1400,t_motor_AT2317KV1400,4,2,"4,7","8,10",12N14P,4,52,0.08
6,23,28.8,17,UAV,39.99,3,82,0.9,0.0378949888557487,0.0108514733926292,880,36,25,350,t_motor_AT2317KV880,t_motor_AT2317KV880,4,2,"4,8","9,14",12N14P,4,52,0.079
6,23,28.8,21,UAV,44.99,3,38,1.8,0.039189486297511,0.00763943726841098,1250,40,45,700,t_motor_AT2321KV1250,t_motor_AT2321KV1250,4,2,"4,7","8,11",12N14P,4,56,0.094
6,23,28.8,21,UAV,44.99,3,65,1.2,0.0394267608345096,0.010051891142646,950,40,30,450,t_motor_AT2321KV950,t_motor_AT2321KV950,4,2,"4,7","9,12",12N14P,4,56,0.093
"6,8","30,36",35.2,14,UAV,49.99,3,35,1.5,0.0486125117111328,0.00909456817667973,1050,36,50,700,t_motor_AT2814KV1050,t_motor_AT2814KV1050,4,3,"4,7","9,13",12N14P,5,54.5,0.107
"6,8","30,36",35.2,14,UAV,49.99,3,26,1.8,0.0493518528124095,0.00795774715459477,1200,36,55,800,t_motor_AT2814KV1200,t_motor_AT2814KV1200,4,3,"4,6","9,12",12N14P,5,54.5,0.108
"6,8","30,36",35.2,14,UAV,49.99,3,82,1.2,0.0370528779922876,0.0106103295394597,900,36,45,650,t_motor_AT2814KV900,t_motor_AT2814KV900,4,3,"4,7","9,14",12N14P,5,54.5,0.108
"6,8","30,36",35.2,20,UAV,59.99,3,28,2,0.0543504403715488,0.00909456817667973,1050,43,65,900,t_motor_AT2820KV1050,t_motor_AT2820KV1050,4,3,"5,8","10,14",12N14P,5,63.5,0.139
"6,8","30,36",35.2,20,UAV,59.99,3,16,2.7,0.0603950545253845,0.00763943726841098,1250,43,70,1000,t_motor_AT2820KV1250,t_motor_AT2820KV1250,4,3,"4,8","9,13",12N14P,5,63.5,0.141
"6,8","30,36",35.2,20,UAV,59.99,3,39,1.6,0.0549485714778829,0.0108514733926292,880,43,45,700,t_motor_AT2820KV880,t_motor_AT2820KV880,4,3,"5,8","10,15",12N14P,5,63.5,0.139
"6,8","30,36",35.2,26,UAV,69.99,3,110,2.9,0.0261747386660917,0.00868117871410338,1100,49,59,900,t_motor_AT2826KV1100,t_motor_AT2826KV1100,4,3,"5,8","12,15",12N14P,5,69.5,0.175
"6,8","30,36",35.2,26,UAV,69.99,3,24,2.2,0.0684893826735,0.0106103295394597,900,49,57,820,t_motor_AT2826KV900,t_motor_AT2826KV900,4,3,"6,9","12,16",12N14P,5,69.5,0.175
"6,8","30,36",43,20,UAV,79.99,3,31,1.1,0.0986115637177747,0.0173623574282068,550,45,50,0,t_motor_AT3520KV550,t_motor_AT3520KV550,6,4,"5,8","13,15",12N14P,5,65,0.218
"6,8","30,36",43,20,UAV,79.99,3,20,1.6,0.0937829495996986,0.0132629119243246,720,45,70,1300,t_motor_AT3520KV720,t_motor_AT3520KV720,5,4,"5,8","13,15",12N14P,5,65,0.339
"6,8","30,36",43,20,UAV,79.99,3,14,2,0.0949485722224872,0.0112344665711926,850,45,70,1100,t_motor_AT3520KV850,t_motor_AT3520KV850,4,3,"5,7","13,15",12N14P,5,65,0.221
"6,8","30,36",43,30,UAV,99.99,3,18,1.9,0.122717679899513,0.0164643044577823,580,55,65,1400,t_motor_AT3530KV580,t_motor_AT3530KV580,6,4,"7,9","13,16",12N14P,5,75,0.298
"8,10","35,40",50,20,UAV,109.99,3,76,1,0.138555757560937,0.0381971863420549,250,45,45,2100,t_motor_AT4120KV250,t_motor_AT4120KV250,12,6,"6,10","14,18",12N14P,6,69,0.304
"8,10","35,40",50,20,UAV,109.99,3,21,2,0.131792813792171,0.0190985931710274,500,45,75,1700,t_motor_AT4120KV500,t_motor_AT4120KV500,6,4,"7,10","14,16",12N14P,6,69,0.305
"8,10","35,40",50,20,UAV,109.99,3,16,2.4,0.13481038956559,0.0170523153312745,560,45,80,1800,t_motor_AT4120KV560,t_motor_AT4120KV560,6,4,"7,9","14,16",12N14P,6,69,0.3
"8,10","35,40",50,25,UAV,115.99,3,68,1,0.146479522984175,0.0381971863420549,250,50,50,2200,t_motor_AT4125KV250,t_motor_AT4125KV250,12,6,"8,10","15,18",12N14P,6,74,0.35
"8,10","35,40",50,25,UAV,115.99,3,14,2.6,0.149456085905767,0.0176838825657662,540,50,85,2000,t_motor_AT4125KV540,t_motor_AT4125KV540,6,4,"7,9","13,16",12N14P,6,74,0.355
"8,10","35,40",50,30,UAV,119.99,3,60,1.4,0.169499304616017,0.0415186808065814,230,55,60,2500,t_motor_AT4130KV230,t_motor_AT4130KV230,12,6,"7,11","15,20",12N14P,6,79,0.408
"8,10","35,40",50,30,UAV,119.99,3,32,1.8,0.177940635854294,0.0318309886183791,300,55,75,3200,t_motor_AT4130KV300,t_motor_AT4130KV300,12,6,"7,11","15,20",12N14P,6,79,0.405
"8,10","35,40",50,30,UAV,119.99,3,17,2.5,0.162755025537973,0.0212206590789194,450,55,75,1800,t_motor_AT4130KV450,t_motor_AT4130KV450,8,6,"7,10","15,18",12N14P,6,79,0.408
nan,nan,27,4,UAV,25.9,2,290,0.3,0.012666141848571,0.0068209261325098,1400,12,8,88,t_motor_MN22041400KV,t_motor_MN22041400KV,3,2,"2,3","5,8",12N14P,2,16.5,0.023
5,24,27.5,12,UAV,46.9,2,173,0.4,0.029434301070491,0.0122426879301458,780,16,13,200,t_motor_MN2212KV780,t_motor_MN2212KV780,4,2,"3,4","8,11",9N12P,4,32.6,0.065
5,24,24,12,UAV,46.9,2,142,0.5,0.0275447847233776,0.0103796702016453,920,16,15,220,t_motor_MN2212KV920,t_motor_MN2212KV920,4,2,"2,3","7,9",9N12P,4,32.6,0.065
