Category,Style,Name,Manufacturer,Cost,Hub_Diameter_in,Hub_Diameter_mm,Hub_Thickness_in,Hub_Thickness_mm,Shaft_Diameter_in,Shaft_Diameter_mm,Diameter_in,Diameter_mm,Pitch_in,Pitch_mm,Weight_lbm,Weight_g,Performance_File,Buy_link,CAD_File,Image_File,Product_Des,Num_Blades,RPM Min,RPM Max
Propeller,D,27x12_3_1600_51_50,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,12,304.8,0.485017372,220,27x12_3_1600_51_50.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,800.0,2400.0
Propeller,D,27x12_4_1600_51_60,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,12,304.8,0.623908711,283,27x12_4_1600_51_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,800.0,2400.0
Propeller,D,27x12_5_1600_51_60,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,12,304.8,0.727526059,330,27x12_5_1600_51_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,800.0,2400.0
Propeller,D,27x12_6_1600_51_60,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,12,304.8,0.831143406,377,27x12_6_1600_51_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,800.0,2400.0
Propeller,D,27x13_2_1200_41_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,13,330.2,0.385809274,175,27x13_2_1200_41_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,600.0,1800.0
Propeller,D,27x13_3_1200_41_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,13,330.2,0.489426621,222,27x13_3_1200_41_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,600.0,1800.0
Propeller,D,27x13_4_1200_41_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,13,330.2,0.593043969,269,27x13_4_1200_41_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,600.0,1800.0
Propeller,D,27x13_5_1200_41_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,13,330.2,0.696661317,316,27x13_5_1200_41_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,600.0,1800.0
Propeller,D,27x13_6_1200_41_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,13,330.2,0.800278665,363,27x13_6_1200_41_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,600.0,1800.0
Propeller,D,27x14_2_1400_51_40,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,14,355.6,0.374786151,170,27x14_2_1400_51_40.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,700.0,2100.0
Propeller,D,27x14_3_1400_51_40,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,14,355.6,0.478403499,217,27x14_3_1400_51_40.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,700.0,2100.0
Propeller,D,27x14_4_1400_51_40,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,14,355.6,0.582020847,264,27x14_4_1400_51_40.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,700.0,2100.0
Propeller,D,27x14_5_1400_51_40,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,14,355.6,0.685638195,311,27x14_5_1400_51_40.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,700.0,2100.0
Propeller,D,27x14_6_1400_51_50,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,14,355.6,0.833348031,378,27x14_6_1400_51_50.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,700.0,2100.0
Propeller,D,27x16_2_1200_51_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,16,406.4,0.390218522,177,27x16_2_1200_51_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,600.0,1800.0
Propeller,D,27x16_3_1200_51_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,16,406.4,0.491631246,223,27x16_3_1200_51_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,600.0,1800.0
Propeller,D,27x16_4_1200_51_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,16,406.4,0.595248593,270,27x16_4_1200_51_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,600.0,1800.0
Propeller,D,27x16_5_1200_51_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,16,406.4,0.698865941,317,27x16_5_1200_51_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,600.0,1800.0
Propeller,D,27x16_6_1200_51_30,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,16,406.4,0.800278665,363,27x16_6_1200_51_30.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,600.0,1800.0
Propeller,D,27x3_2_4600_41_140,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,3,76.2,0.282191926,128,27x3_2_4600_41_140.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,2300.0,6900.0
Propeller,D,27x4_2_4800_51_200,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,4,101.6,0.302033546,137,27x4_2_4800_51_200.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,2400.0,7200.0
Propeller,D,27x4_3_4800_51_210,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,4,101.6,0.407855518,185,27x4_3_4800_51_210.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,2400.0,7200.0
Propeller,D,27x4_4_4400_51_210,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,4,101.6,0.526905236,239,27x4_4_4400_51_210.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,2200.0,6600.0
Propeller,D,27x5_2_4200_51_180,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,5,127,0.313056668,142,27x5_2_4200_51_180.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,2100.0,6300.0
Propeller,D,27x5_3_4200_51_190,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,5,127,0.421083264,191,27x5_3_4200_51_190.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,2100.0,6300.0
Propeller,D,27x5_4_4200_51_200,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,5,127,0.529109861,240,27x5_4_4200_51_200.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,2100.0,6300.0
Propeller,D,27x5_5_4000_51_200,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,5,127,0.641545706,291,27x5_5_4000_51_200.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,2000.0,6000.0
Propeller,D,27x5_6_3600_51_190,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,5,127,0.762800049,346,27x5_6_3600_51_190.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,1800.0,5400.0
Propeller,D,27x6_2_3400_51_150,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,6,152.4,0.332898287,151,27x6_2_3400_51_150.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1700.0,5100.0
Propeller,D,27x6_3_3400_51_160,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,6,152.4,0.443129508,201,27x6_3_3400_51_160.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1700.0,5100.0
Propeller,D,27x6_4_3400_51_170,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,6,152.4,0.553360729,251,27x6_4_3400_51_170.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1700.0,5100.0
Propeller,D,27x6_5_3400_51_170,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,6,152.4,0.656978077,298,27x6_5_3400_51_170.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1700.0,5100.0
Propeller,D,27x6_6_3400_51_180,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,6,152.4,0.767209298,348,27x6_6_3400_51_180.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,1700.0,5100.0
Propeller,D,27x7_2_2800_51_120,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,7,177.8,0.34392141,156,27x7_2_2800_51_120.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1400.0,4200.0
Propeller,D,27x7_3_2800_51_130,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,7,177.8,0.456357255,207,27x7_3_2800_51_130.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1400.0,4200.0
Propeller,D,27x7_4_2800_51_130,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,7,177.8,0.559974603,254,27x7_4_2800_51_130.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1400.0,4200.0
Propeller,D,27x7_5_2800_51_140,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,7,177.8,0.674615073,306,27x7_5_2800_51_140.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1400.0,4200.0
Propeller,D,27x7_6_2800_51_140,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,7,177.8,0.776027796,352,27x7_6_2800_51_140.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,1400.0,4200.0
Propeller,D,27x8_2_2400_51_100,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,8,203.2,0.352739907,160,27x8_2_2400_51_100.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1200.0,3600.0
Propeller,D,27x8_3_2400_51_100,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,8,203.2,0.454152631,206,27x8_3_2400_51_100.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1200.0,3600.0
Propeller,D,27x8_4_2400_51_110,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,8,203.2,0.570997725,259,27x8_4_2400_51_110.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1200.0,3600.0
Propeller,D,27x8_5_2400_51_110,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,8,203.2,0.674615073,306,27x8_5_2400_51_110.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1200.0,3600.0
Propeller,D,27x8_6_2400_51_120,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,8,203.2,0.791460167,359,27x8_6_2400_51_120.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,1200.0,3600.0
Propeller,D,27x9_2_2200_51_90,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,9,228.6,0.374786151,170,27x9_2_2200_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1100.0,3300.0
Propeller,D,27x9_3_2200_51_90,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,9,228.6,0.476198875,216,27x9_3_2200_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1100.0,3300.0
Propeller,D,27x9_4_2200_51_100,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,9,228.6,0.597453218,271,27x9_4_2200_51_100.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1100.0,3300.0
Propeller,D,27x9_5_2200_51_100,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,9,228.6,0.701070566,318,27x9_5_2200_51_100.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1100.0,3300.0
Propeller,D,27x9_6_2200_51_100,SwRI,0,4.05,102.87,2.025,51.435,1.850393701,47,27,685.8,9,228.6,0.804687913,365,27x9_6_2200_51_100.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,1100.0,3300.0
Propeller,D,34x10_2_2000_51_170,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,10,254,0.53351911,242,34x10_2_2000_51_170.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,1000.0,3000.0
Propeller,D,34x10_3_2000_51_180,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,10,254,0.718707561,326,34x10_3_2000_51_180.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,1000.0,3000.0
Propeller,D,34x10_4_2000_51_190,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,10,254,0.903896012,410,34x10_4_2000_51_190.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,1000.0,3000.0
Propeller,D,34x10_5_2000_51_200,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,10,254,1.089084464,494,34x10_5_2000_51_200.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,1000.0,3000.0
Propeller,D,34x10_6_2000_51_210,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,10,254,1.276477539,579,34x10_6_2000_51_210.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,1000.0,3000.0
Propeller,D,34x11_2_1800_51_150,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,11,279.4,0.564383852,256,34x11_2_1800_51_150.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,900.0,2700.0
Propeller,D,34x11_3_1800_51_160,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,11,279.4,0.751776927,341,34x11_3_1800_51_160.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,900.0,2700.0
Propeller,D,34x11_4_1800_51_160,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,11,279.4,0.925942256,420,34x11_4_1800_51_160.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,900.0,2700.0
Propeller,D,34x11_5_1800_51_170,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,11,279.4,1.115539957,506,34x11_5_1800_51_170.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,900.0,2700.0
Propeller,D,34x11_6_1800_51_180,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,11,279.4,1.305137657,592,34x11_6_1800_51_180.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,900.0,2700.0
Propeller,D,34x12_2_1600_51_130,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,12,304.8,0.570997725,259,34x12_2_1600_51_130.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,800.0,2400.0
Propeller,D,34x12_3_1600_51_130,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,12,304.8,0.745163054,338,34x12_3_1600_51_130.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,800.0,2400.0
Propeller,D,34x12_4_1600_51_140,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,12,304.8,0.936965379,425,34x12_4_1600_51_140.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,800.0,2400.0
Propeller,D,34x12_5_1600_51_140,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,12,304.8,1.113335332,505,34x12_5_1600_51_140.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,800.0,2400.0
Propeller,D,34x12_6_1600_51_150,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,12,304.8,1.305137657,592,34x12_6_1600_51_150.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,800.0,2400.0
Propeller,D,34x13_2_1200_41_70,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,13,330.2,0.553360729,251,34x13_2_1200_41_70.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,600.0,1800.0
Propeller,D,34x13_3_1200_41_70,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,13,330.2,0.727526059,330,34x13_3_1200_41_70.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,600.0,1800.0
Propeller,D,34x13_4_1200_41_80,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,13,330.2,0.93255613,423,34x13_4_1200_41_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,600.0,1800.0
Propeller,D,34x13_5_1200_41_80,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,13,330.2,1.108926083,503,34x13_5_1200_41_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,600.0,1800.0
Propeller,D,34x13_6_1200_41_80,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,13,330.2,1.285296037,583,34x13_6_1200_41_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,600.0,1800.0
Propeller,D,34x14_2_1400_51_100,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,14,355.6,0.595248593,270,34x14_2_1400_51_100.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,700.0,2100.0
Propeller,D,34x14_3_1400_51_110,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,14,355.6,0.795869416,361,34x14_3_1400_51_110.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,700.0,2100.0
Propeller,D,34x14_4_1400_51_110,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,14,355.6,0.970034745,440,34x14_4_1400_51_110.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,700.0,2100.0
Propeller,D,34x14_5_1400_51_120,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,14,355.6,1.170655567,531,34x14_5_1400_51_120.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,700.0,2100.0
Propeller,D,34x14_6_1400_51_120,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,14,355.6,1.344820896,610,34x14_6_1400_51_120.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,700.0,2100.0
Propeller,D,34x15_2_1000_41_50,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,15,381,0.573202349,260,34x15_2_1000_41_50.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,34x15_3_1000_41_50,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,15,381,0.749572303,340,34x15_3_1000_41_50.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,34x15_4_1000_41_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,15,381,0.972239369,441,34x15_4_1000_41_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,34x15_5_1000_41_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,15,381,1.146404698,520,34x15_5_1000_41_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,34x15_6_1000_41_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,15,381,1.322774652,600,34x15_6_1000_41_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,34x16_2_1200_51_80,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,16,406.4,0.595248593,270,34x16_2_1200_51_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,600.0,1800.0
Propeller,D,34x16_3_1200_51_80,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,16,406.4,0.769413923,349,34x16_3_1200_51_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,600.0,1800.0
Propeller,D,34x16_4_1200_51_80,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,16,406.4,0.943579252,428,34x16_4_1200_51_80.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,600.0,1800.0
Propeller,D,34x16_5_1200_51_90,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,16,406.4,1.153018572,523,34x16_5_1200_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,600.0,1800.0
Propeller,D,34x16_6_1200_51_90,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,16,406.4,1.327183901,602,34x16_6_1200_51_90.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,600.0,1800.0
Propeller,D,34x17_2_1000_46_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,17,431.8,0.601862467,273,34x17_2_1000_46_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,34x17_3_1000_46_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,17,431.8,0.77823242,353,34x17_3_1000_46_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,34x17_4_1000_46_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,17,431.8,0.95239775,432,34x17_4_1000_46_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,34x17_5_1000_46_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,17,431.8,1.128767703,512,34x17_5_1000_46_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,34x17_6_1000_46_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,17,431.8,1.305137657,592,34x17_6_1000_46_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,34x19_2_1000_51_50,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,19,482.6,0.577611598,262,34x19_2_1000_51_50.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,500.0,1500.0
Propeller,D,34x19_3_1000_51_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,19,482.6,0.802483289,364,34x19_3_1000_51_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,3,500.0,1500.0
Propeller,D,34x19_4_1000_51_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,19,482.6,0.974443994,442,34x19_4_1000_51_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,4,500.0,1500.0
Propeller,D,34x19_5_1000_51_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,19,482.6,1.150813947,522,34x19_5_1000_51_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,5,500.0,1500.0
Propeller,D,34x19_6_1000_51_60,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,19,482.6,1.324979277,601,34x19_6_1000_51_60.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,6,500.0,1500.0
Propeller,D,34x22_2_800_46_40,SwRI,0,5.1,129.54,2.55,64.77,1.850393701,47,34,863.6,22,558.8,0.615090213,279,34x22_2_800_46_40.dat, ,para_prop.prt,SwRI_Prop.jpg,Custom Propeller,2,400.0,1200.0
