NAME,SERIES_COUNT,PAR_COUNT,VOLUME,WEIGHT,POWER
Avionic 20 Ah Li,5,4,226004440.79999998,228.6,14000.0
Avionic 20 Ah Li,5,5,282505551.0,285.75,17500.0
Avionic 20 Ah Li,5,6,339006661.2,342.9,21000.0
Avionic 20 Ah Li,5,7,395507771.4,400.05,24500.0
Avionic 20 Ah Li,5,8,452008881.59999996,457.2,28000.0
Avionic 20 Ah Li,5,9,508509991.79999995,514.35,31500.0
Avionic 20 Ah Li,6,1,67801332.24,68.58,4200.0
Avionic 20 Ah Li,6,2,135602664.48,137.16,8400.0
Avionic 20 Ah Li,6,3,203403996.71999997,205.74,12600.0
Avionic 20 Ah Li,6,4,271205328.96,274.32,16800.0
Avionic 20 Ah Li,6,5,339006661.2,342.9,21000.0
Avionic 20 Ah Li,6,6,406807993.43999994,411.48,25200.0
Avionic 20 Ah Li,6,7,474609325.67999995,480.06,29400.0
Avionic 20 Ah Li,6,8,542410657.92,548.64,33600.0
Avionic 20 Ah Li,6,9,610211990.16,617.22,37800.0
Avionic 20 Ah Li,7,1,79101554.28,80.00999999999999,4900.0
Avionic 20 Ah Li,7,2,158203108.56,160.01999999999998,9800.0
Avionic 20 Ah Li,7,3,237304662.84,240.02999999999997,14700.0
Avionic 20 Ah Li,7,4,316406217.12,320.03999999999996,19600.0
Avionic 20 Ah Li,7,5,395507771.4,400.04999999999995,24500.0
Avionic 20 Ah Li,7,6,474609325.68,480.05999999999995,29400.0
Avionic 20 Ah Li,7,7,553710879.96,560.0699999999999,34300.0
Avionic 20 Ah Li,7,8,632812434.24,640.0799999999999,39200.0
Avionic 20 Ah Li,7,9,711913988.52,720.0899999999999,44100.0
Avionic 20 Ah Li,8,1,90401776.32,91.44,5600.0
Avionic 20 Ah Li,8,2,180803552.64,182.88,11200.0
Avionic 20 Ah Li,8,3,271205328.96,274.32,16800.0
Avionic 20 Ah Li,8,4,361607105.28,365.76,22400.0
Avionic 20 Ah Li,8,5,452008881.59999996,457.2,28000.0
Avionic 20 Ah Li,8,6,542410657.92,548.64,33600.0
Avionic 20 Ah Li,8,7,632812434.24,640.0799999999999,39200.0
Avionic 20 Ah Li,8,8,723214210.56,731.52,44800.0
Avionic 20 Ah Li,8,9,813615986.8799999,822.96,50400.0
Avionic 20 Ah Li,9,1,101701998.35999998,102.87,6300.0
Avionic 20 Ah Li,9,2,203403996.71999997,205.74,12600.0
Avionic 20 Ah Li,9,3,305105995.0799999,308.61,18900.0
Avionic 20 Ah Li,9,4,406807993.43999994,411.48,25200.0
Avionic 20 Ah Li,9,5,508509991.79999995,514.35,31500.0
Avionic 20 Ah Li,9,6,610211990.1599998,617.22,37800.0
Avionic 20 Ah Li,9,7,711913988.5199999,720.09,44100.0
Avionic 20 Ah Li,9,8,813615986.8799999,822.96,50400.0
Avionic 20 Ah Li,9,9,915317985.2399999,925.83,56700.0
Avionic 40 Ah Li,1,1,20701909.05,20.32,700.0
Avionic 40 Ah Li,1,2,41403818.1,40.64,1400.0
Avionic 40 Ah Li,1,3,62105727.150000006,60.96,2100.0
Avionic 40 Ah Li,1,4,82807636.2,81.28,2800.0
Avionic 40 Ah Li,1,5,103509545.25,101.6,3500.0
Avionic 40 Ah Li,1,6,124211454.30000001,121.92,4200.0
Avionic 40 Ah Li,1,7,144913363.35,142.24,4900.0
Avionic 40 Ah Li,1,8,165615272.4,162.56,5600.0
Avionic 40 Ah Li,1,9,186317181.45000002,182.88,6300.0
Avionic 40 Ah Li,2,1,41403818.1,40.64,1400.0
Avionic 40 Ah Li,2,2,82807636.2,81.28,2800.0
Avionic 40 Ah Li,2,3,124211454.30000001,121.92,4200.0
Avionic 40 Ah Li,2,4,165615272.4,162.56,5600.0
Avionic 40 Ah Li,2,5,207019090.5,203.2,7000.0
Avionic 40 Ah Li,2,6,248422908.60000002,243.84,8400.0
Avionic 40 Ah Li,2,7,289826726.7,284.48,9800.0
Avionic 40 Ah Li,2,8,331230544.8,325.12,11200.0
Avionic 40 Ah Li,2,9,372634362.90000004,365.76,12600.0
Avionic 40 Ah Li,3,1,62105727.150000006,60.96,2100.0
Avionic 40 Ah Li,3,2,124211454.30000001,121.92,4200.0
Avionic 40 Ah Li,3,3,186317181.45000002,182.88,6300.0
Avionic 40 Ah Li,3,4,248422908.60000002,243.84,8400.0
Avionic 40 Ah Li,3,5,310528635.75,304.8,10500.0
Avionic 40 Ah Li,3,6,372634362.90000004,365.76,12600.0
Avionic 40 Ah Li,3,7,434740090.0500001,426.72,14700.0
Avionic 40 Ah Li,3,8,496845817.20000005,487.68,16800.0
Avionic 40 Ah Li,3,9,558951544.35,548.64,18900.0
Avionic 40 Ah Li,4,1,82807636.2,81.28,2800.0
Avionic 40 Ah Li,4,2,165615272.4,162.56,5600.0
Avionic 40 Ah Li,4,3,248422908.60000002,243.84,8400.0
Avionic 40 Ah Li,4,4,331230544.8,325.12,11200.0
Avionic 40 Ah Li,4,5,414038181.0,406.4,14000.0
Avionic 40 Ah Li,4,6,496845817.20000005,487.68,16800.0
Avionic 40 Ah Li,4,7,579653453.4,568.96,19600.0
Avionic 40 Ah Li,4,8,662461089.6,650.24,22400.0
Avionic 40 Ah Li,4,9,745268725.8000001,731.52,25200.0
Avionic 40 Ah Li,5,1,103509545.25,101.6,3500.0
Avionic 40 Ah Li,5,2,207019090.5,203.2,7000.0
Avionic 40 Ah Li,5,3,310528635.75,304.79999999999995,10500.0
Avionic 40 Ah Li,5,4,414038181.0,406.4,14000.0
Avionic 40 Ah Li,5,5,517547726.25,508.0,17500.0
Avionic 40 Ah Li,5,6,621057271.5,609.5999999999999,21000.0
Avionic 40 Ah Li,5,7,724566816.75,711.1999999999999,24500.0
Avionic 40 Ah Li,5,8,828076362.0,812.8,28000.0
Avionic 40 Ah Li,5,9,931585907.25,914.4,31500.0
Avionic 40 Ah Li,6,1,124211454.30000001,121.92,4200.0
Avionic 40 Ah Li,6,2,248422908.60000002,243.84,8400.0
Avionic 40 Ah Li,6,3,372634362.90000004,365.76,12600.0
Avionic 40 Ah Li,6,4,496845817.20000005,487.68,16800.0
Avionic 40 Ah Li,6,5,621057271.5,609.6,21000.0
Avionic 40 Ah Li,6,6,745268725.8000001,731.52,25200.0
Avionic 40 Ah Li,6,7,869480180.1000001,853.44,29400.0
Avionic 40 Ah Li,6,8,993691634.4000001,975.36,33600.0
Avionic 40 Ah Li,6,9,1117903088.7,1097.28,37800.0
Avionic 40 Ah Li,7,1,144913363.35,142.24,4900.0
Avionic 40 Ah Li,7,2,289826726.7,284.48,9800.0
Avionic 40 Ah Li,7,3,434740090.04999995,426.72,14700.0
Avionic 40 Ah Li,7,4,579653453.4,568.96,19600.0
Avionic 40 Ah Li,7,5,724566816.75,711.2,24500.0
Avionic 40 Ah Li,7,6,869480180.0999999,853.44,29400.0
Avionic 40 Ah Li,7,7,1014393543.4499999,995.6800000000001,34300.0
Avionic 40 Ah Li,7,8,1159306906.8,1137.92,39200.0
Avionic 40 Ah Li,7,9,1304220270.1499999,1280.16,44100.0
Avionic 40 Ah Li,8,1,165615272.4,162.56,5600.0
Avionic 40 Ah Li,8,2,331230544.8,325.12,11200.0
Avionic 40 Ah Li,8,3,496845817.20000005,487.68,16800.0
Avionic 40 Ah Li,8,4,662461089.6,650.24,22400.0
Avionic 40 Ah Li,8,5,828076362.0,812.8,28000.0
Avionic 40 Ah Li,8,6,993691634.4000001,975.36,33600.0
Avionic 40 Ah Li,8,7,1159306906.8,1137.92,39200.0
Avionic 40 Ah Li,8,8,1324922179.2,1300.48,44800.0
Avionic 40 Ah Li,8,9,1490537451.6000001,1463.04,50400.0
Avionic 40 Ah Li,9,1,186317181.45000002,182.88,6300.0
Avionic 40 Ah Li,9,2,372634362.90000004,365.76,12600.0
Avionic 40 Ah Li,9,3,558951544.35,548.64,18900.0
Avionic 40 Ah Li,9,4,745268725.8000001,731.52,25200.0
Avionic 40 Ah Li,9,5,931585907.2500001,914.4,31500.0
Avionic 40 Ah Li,9,6,1117903088.7,1097.28,37800.0
Avionic 40 Ah Li,9,7,1304220270.15,1280.1599999999999,44100.0
Avionic 40 Ah Li,9,8,1490537451.6000001,1463.04,50400.0
Avionic 40 Ah Li,9,9,1676854633.0500002,1645.92,56700.0
Avionic 60 Ah Li,1,1,24086034.41,30.43,700.0
Avionic 60 Ah Li,1,2,48172068.82,60.86,1400.0
Avionic 60 Ah Li,1,3,72258103.23,91.28999999999999,2100.0
Avionic 60 Ah Li,1,4,96344137.64,121.72,2800.0
Avionic 60 Ah Li,1,5,120430172.05,152.15,3500.0
Avionic 60 Ah Li,1,6,144516206.46,182.57999999999998,4200.0
Avionic 60 Ah Li,1,7,168602240.87,213.01,4900.0
Avionic 60 Ah Li,1,8,192688275.28,243.44,5600.0
Avionic 60 Ah Li,1,9,216774309.69,273.87,6300.0
Avionic 60 Ah Li,2,1,48172068.82,60.86,1400.0
Avionic 60 Ah Li,2,2,96344137.64,121.72,2800.0
Avionic 60 Ah Li,2,3,144516206.46,182.57999999999998,4200.0
Avionic 60 Ah Li,2,4,192688275.28,243.44,5600.0
Avionic 60 Ah Li,2,5,240860344.1,304.3,7000.0
Avionic 60 Ah Li,2,6,289032412.92,365.15999999999997,8400.0
Avionic 60 Ah Li,2,7,337204481.74,426.02,9800.0
Avionic 60 Ah Li,2,8,385376550.56,486.88,11200.0
Avionic 60 Ah Li,2,9,433548619.38,547.74,12600.0
Avionic 60 Ah Li,3,1,72258103.23,91.28999999999999,2100.0
Avionic 60 Ah Li,3,2,144516206.46,182.57999999999998,4200.0
Avionic 60 Ah Li,3,3,216774309.69,273.87,6300.0
Avionic 60 Ah Li,3,4,289032412.92,365.15999999999997,8400.0
Avionic 60 Ah Li,3,5,361290516.15000004,456.44999999999993,10500.0
Avionic 60 Ah Li,3,6,433548619.38,547.74,12600.0
Avionic 60 Ah Li,3,7,505806722.61,639.03,14700.0
Avionic 60 Ah Li,3,8,578064825.84,730.3199999999999,16800.0
Avionic 60 Ah Li,3,9,650322929.07,821.6099999999999,18900.0
Avionic 60 Ah Li,4,1,96344137.64,121.72,2800.0
Avionic 60 Ah Li,4,2,192688275.28,243.44,5600.0
Avionic 60 Ah Li,4,3,289032412.92,365.15999999999997,8400.0
Avionic 60 Ah Li,4,4,385376550.56,486.88,11200.0
Avionic 60 Ah Li,4,5,481720688.2,608.6,14000.0
Avionic 60 Ah Li,4,6,578064825.84,730.3199999999999,16800.0
Avionic 60 Ah Li,4,7,674408963.48,852.04,19600.0
Avionic 60 Ah Li,4,8,770753101.12,973.76,22400.0
Avionic 60 Ah Li,4,9,867097238.76,1095.48,25200.0
Avionic 60 Ah Li,5,1,120430172.05,152.15,3500.0
Avionic 60 Ah Li,5,2,240860344.1,304.3,7000.0
Avionic 60 Ah Li,5,3,361290516.15,456.45000000000005,10500.0
Avionic 60 Ah Li,5,4,481720688.2,608.6,14000.0
Avionic 60 Ah Li,5,5,602150860.25,760.75,17500.0
Avionic 60 Ah Li,5,6,722581032.3,912.9000000000001,21000.0
Avionic 60 Ah Li,5,7,843011204.35,1065.05,24500.0
Avionic 60 Ah Li,5,8,963441376.4,1217.2,28000.0
Avionic 60 Ah Li,5,9,1083871548.45,1369.3500000000001,31500.0
Avionic 60 Ah Li,6,1,144516206.46,182.57999999999998,4200.0
Avionic 60 Ah Li,6,2,289032412.92,365.15999999999997,8400.0
Avionic 60 Ah Li,6,3,433548619.38,547.74,12600.0
Avionic 60 Ah Li,6,4,578064825.84,730.3199999999999,16800.0
Avionic 60 Ah Li,6,5,722581032.3000001,912.8999999999999,21000.0
Avionic 60 Ah Li,6,6,867097238.76,1095.48,25200.0
Avionic 60 Ah Li,6,7,1011613445.22,1278.06,29400.0
Avionic 60 Ah Li,6,8,1156129651.68,1460.6399999999999,33600.0
Avionic 60 Ah Li,6,9,1300645858.14,1643.2199999999998,37800.0
Avionic 60 Ah Li,7,1,168602240.87,213.01,4900.0
Avionic 60 Ah Li,7,2,337204481.74,426.02,9800.0
Avionic 60 Ah Li,7,3,505806722.61,639.03,14700.0
Avionic 60 Ah Li,7,4,674408963.48,852.04,19600.0
Avionic 60 Ah Li,7,5,843011204.35,1065.05,24500.0
Avionic 60 Ah Li,7,6,1011613445.22,1278.06,29400.0
Avionic 60 Ah Li,7,7,1180215686.0900002,1491.07,34300.0
Avionic 60 Ah Li,7,8,1348817926.96,1704.08,39200.0
Avionic 60 Ah Li,7,9,1517420167.83,1917.09,44100.0
Avionic 60 Ah Li,8,1,192688275.28,243.44,5600.0
Avionic 60 Ah Li,8,2,385376550.56,486.88,11200.0
Avionic 60 Ah Li,8,3,578064825.84,730.3199999999999,16800.0
Avionic 60 Ah Li,8,4,770753101.12,973.76,22400.0
Avionic 60 Ah Li,8,5,963441376.4,1217.2,28000.0
Avionic 60 Ah Li,8,6,1156129651.68,1460.6399999999999,33600.0
Avionic 60 Ah Li,8,7,1348817926.96,1704.08,39200.0
Avionic 60 Ah Li,8,8,1541506202.24,1947.52,44800.0
Avionic 60 Ah Li,8,9,1734194477.52,2190.96,50400.0
Avionic 60 Ah Li,9,1,216774309.69,273.87,6300.0
Avionic 60 Ah Li,9,2,433548619.38,547.74,12600.0
Avionic 60 Ah Li,9,3,650322929.0699999,821.61,18900.0
Avionic 60 Ah Li,9,4,867097238.76,1095.48,25200.0
Avionic 60 Ah Li,9,5,1083871548.45,1369.35,31500.0
Avionic 60 Ah Li,9,6,1300645858.1399999,1643.22,37800.0
Avionic 60 Ah Li,9,7,1517420167.83,1917.0900000000001,44100.0
Avionic 60 Ah Li,9,8,1734194477.52,2190.96,50400.0
Avionic 60 Ah Li,9,9,1950968787.21,2464.83,56700.0
Avionic 40 Ah Ni,1,1,16782563.46,36.42,700.0
Avionic 40 Ah Ni,1,2,33565126.92,72.84,1400.0
Avionic 40 Ah Ni,1,3,50347690.38,109.26,2100.0
Avionic 40 Ah Ni,1,4,67130253.84,145.68,2800.0
Avionic 40 Ah Ni,1,5,83912817.30000001,182.10000000000002,3500.0
Avionic 40 Ah Ni,1,6,100695380.76,218.52,4200.0
Avionic 40 Ah Ni,1,7,117477944.22,254.94,4900.0
Avionic 40 Ah Ni,1,8,134260507.68,291.36,5600.0
Avionic 40 Ah Ni,1,9,151043071.14000002,327.78000000000003,6300.0
Avionic 40 Ah Ni,2,1,33565126.92,72.84,1400.0
Avionic 40 Ah Ni,2,2,67130253.84,145.68,2800.0
Avionic 40 Ah Ni,2,3,100695380.76,218.52,4200.0
Avionic 40 Ah Ni,2,4,134260507.68,291.36,5600.0
Avionic 40 Ah Ni,2,5,167825634.60000002,364.20000000000005,7000.0
Avionic 40 Ah Ni,2,6,201390761.52,437.04,8400.0
Avionic 40 Ah Ni,2,7,234955888.44,509.88,9800.0
Avionic 40 Ah Ni,2,8,268521015.36,582.72,11200.0
Avionic 40 Ah Ni,2,9,302086142.28000003,655.5600000000001,12600.0
Avionic 40 Ah Ni,3,1,50347690.38,109.26,2100.0
Avionic 40 Ah Ni,3,2,100695380.76,218.52,4200.0
Avionic 40 Ah Ni,3,3,151043071.14000002,327.78000000000003,6300.0
Avionic 40 Ah Ni,3,4,201390761.52,437.04,8400.0
Avionic 40 Ah Ni,3,5,251738451.9,546.3000000000001,10500.0
Avionic 40 Ah Ni,3,6,302086142.28000003,655.5600000000001,12600.0
Avionic 40 Ah Ni,3,7,352433832.66,764.82,14700.0
Avionic 40 Ah Ni,3,8,402781523.04,874.08,16800.0
Avionic 40 Ah Ni,3,9,453129213.42,983.34,18900.0
Avionic 40 Ah Ni,4,1,67130253.84,145.68,2800.0
Avionic 40 Ah Ni,4,2,134260507.68,291.36,5600.0
Avionic 40 Ah Ni,4,3,201390761.52,437.04,8400.0
Avionic 40 Ah Ni,4,4,268521015.36,582.72,11200.0
Avionic 40 Ah Ni,4,5,335651269.20000005,728.4000000000001,14000.0
Avionic 40 Ah Ni,4,6,402781523.04,874.08,16800.0
Avionic 40 Ah Ni,4,7,469911776.88,1019.76,19600.0
Avionic 40 Ah Ni,4,8,537042030.72,1165.44,22400.0
Avionic 40 Ah Ni,4,9,604172284.5600001,1311.1200000000001,25200.0
Avionic 40 Ah Ni,5,1,83912817.30000001,182.10000000000002,3500.0
Avionic 40 Ah Ni,5,2,167825634.60000002,364.20000000000005,7000.0
Avionic 40 Ah Ni,5,3,251738451.90000004,546.3000000000001,10500.0
Avionic 40 Ah Ni,5,4,335651269.20000005,728.4000000000001,14000.0
Avionic 40 Ah Ni,5,5,419564086.50000006,910.5000000000001,17500.0
Avionic 40 Ah Ni,5,6,503476903.8000001,1092.6000000000001,21000.0
Avionic 40 Ah Ni,5,7,587389721.1000001,1274.7000000000003,24500.0
Avionic 40 Ah Ni,5,8,671302538.4000001,1456.8000000000002,28000.0
Avionic 40 Ah Ni,5,9,755215355.7,1638.9,31500.0
Avionic 40 Ah Ni,6,1,100695380.76,218.52,4200.0
Avionic 40 Ah Ni,6,2,201390761.52,437.04,8400.0
Avionic 40 Ah Ni,6,3,302086142.28000003,655.5600000000001,12600.0
Avionic 40 Ah Ni,6,4,402781523.04,874.08,16800.0
Avionic 40 Ah Ni,6,5,503476903.8,1092.6000000000001,21000.0
Avionic 40 Ah Ni,6,6,604172284.5600001,1311.1200000000001,25200.0
Avionic 40 Ah Ni,6,7,704867665.32,1529.64,29400.0
Avionic 40 Ah Ni,6,8,805563046.08,1748.16,33600.0
Avionic 40 Ah Ni,6,9,906258426.84,1966.68,37800.0
Avionic 40 Ah Ni,7,1,117477944.22,254.94,4900.0
Avionic 40 Ah Ni,7,2,234955888.44,509.88,9800.0
Avionic 40 Ah Ni,7,3,352433832.65999997,764.8199999999999,14700.0
Avionic 40 Ah Ni,7,4,469911776.88,1019.76,19600.0
Avionic 40 Ah Ni,7,5,587389721.1,1274.7,24500.0
Avionic 40 Ah Ni,7,6,704867665.3199999,1529.6399999999999,29400.0
Avionic 40 Ah Ni,7,7,822345609.54,1784.58,34300.0
Avionic 40 Ah Ni,7,8,939823553.76,2039.52,39200.0
Avionic 40 Ah Ni,7,9,1057301497.98,2294.46,44100.0
Avionic 40 Ah Ni,8,1,134260507.68,291.36,5600.0
Avionic 40 Ah Ni,8,2,268521015.36,582.72,11200.0
Avionic 40 Ah Ni,8,3,402781523.04,874.08,16800.0
Avionic 40 Ah Ni,8,4,537042030.72,1165.44,22400.0
Avionic 40 Ah Ni,8,5,671302538.4000001,1456.8000000000002,28000.0
Avionic 40 Ah Ni,8,6,805563046.08,1748.16,33600.0
Avionic 40 Ah Ni,8,7,939823553.76,2039.52,39200.0
Avionic 40 Ah Ni,8,8,1074084061.44,2330.88,44800.0
Avionic 40 Ah Ni,8,9,1208344569.1200001,2622.2400000000002,50400.0
Avionic 40 Ah Ni,9,1,151043071.14000002,327.78000000000003,6300.0
Avionic 40 Ah Ni,9,2,302086142.28000003,655.5600000000001,12600.0
Avionic 40 Ah Ni,9,3,453129213.4200001,983.3400000000001,18900.0
Avionic 40 Ah Ni,9,4,604172284.5600001,1311.1200000000001,25200.0
Avionic 40 Ah Ni,9,5,755215355.7,1638.9,31500.0
Avionic 40 Ah Ni,9,6,906258426.8400002,1966.6800000000003,37800.0
Avionic 40 Ah Ni,9,7,1057301497.9800001,2294.46,44100.0
Avionic 40 Ah Ni,9,8,1208344569.1200001,2622.2400000000002,50400.0
Avionic 40 Ah Ni,9,9,1359387640.2600002,2950.0200000000004,56700.0
Avionic 40 Ah Ni,10,1,167825634.60000002,364.20000000000005,7000.0
Avionic 40 Ah Ni,10,2,335651269.20000005,728.4000000000001,14000.0
Avionic 40 Ah Ni,10,3,503476903.8000001,1092.6000000000001,21000.0
Avionic 40 Ah Ni,10,4,671302538.4000001,1456.8000000000002,28000.0
Avionic 40 Ah Ni,10,5,839128173.0000001,1821.0000000000002,35000.0
Avionic 40 Ah Ni,10,6,1006953807.6000001,2185.2000000000003,42000.0
Avionic 40 Ah Ni,10,7,1174779442.2000003,2549.4000000000005,49000.0
Avionic 40 Ah Ni,10,8,1342605076.8000002,2913.6000000000004,56000.0
Avionic 40 Ah Ni,10,9,1510430711.4,3277.8,63000.0
Avionic 40 Ah Ni,11,1,184608198.06,400.62,7700.0
Avionic 40 Ah Ni,11,2,369216396.12,801.24,15400.0
Avionic 40 Ah Ni,11,3,553824594.1800001,1201.8600000000001,23100.0
Avionic 40 Ah Ni,11,4,738432792.24,1602.48,30800.0
Avionic 40 Ah Ni,11,5,923040990.3,2003.1,38500.0
Avionic 40 Ah Ni,11,6,1107649188.3600001,2403.7200000000003,46200.0
Avionic 40 Ah Ni,11,7,1292257386.42,2804.34,53900.0
Avionic 40 Ah Ni,11,8,1476865584.48,3204.96,61600.0
Avionic 40 Ah Ni,11,9,1661473782.54,3605.58,69300.0
Avionic 40 Ah Ni,12,1,201390761.52,437.04,8400.0
Avionic 40 Ah Ni,12,2,402781523.04,874.08,16800.0
Avionic 40 Ah Ni,12,3,604172284.5600001,1311.1200000000001,25200.0
Avionic 40 Ah Ni,12,4,805563046.08,1748.16,33600.0
Avionic 40 Ah Ni,12,5,1006953807.6,2185.2000000000003,42000.0
Avionic 40 Ah Ni,12,6,1208344569.1200001,2622.2400000000002,50400.0
Avionic 40 Ah Ni,12,7,1409735330.64,3059.28,58800.0
Avionic 40 Ah Ni,12,8,1611126092.16,3496.32,67200.0
Avionic 40 Ah Ni,12,9,1812516853.68,3933.36,75600.0
Avionic 40 Ah Ni,13,1,218173324.98000002,473.46000000000004,9100.0
Avionic 40 Ah Ni,13,2,436346649.96000004,946.9200000000001,18200.0
Avionic 40 Ah Ni,13,3,654519974.94,1420.38,27300.0
Avionic 40 Ah Ni,13,4,872693299.9200001,1893.8400000000001,36400.0
Avionic 40 Ah Ni,13,5,1090866624.9,2367.3,45500.0
Avionic 40 Ah Ni,13,6,1309039949.88,2840.76,54600.0
Avionic 40 Ah Ni,13,7,1527213274.8600001,3314.2200000000003,63700.0
Avionic 40 Ah Ni,13,8,1745386599.8400002,3787.6800000000003,72800.0
Avionic 40 Ah Ni,13,9,1963559924.8200002,4261.14,81900.0
Avionic 40 Ah Ni,14,1,234955888.44,509.88,9800.0
Avionic 40 Ah Ni,14,2,469911776.88,1019.76,19600.0
Avionic 40 Ah Ni,14,3,704867665.3199999,1529.6399999999999,29400.0
Avionic 40 Ah Ni,14,4,939823553.76,2039.52,39200.0
Avionic 40 Ah Ni,14,5,1174779442.2,2549.4,49000.0
Avionic 40 Ah Ni,14,6,1409735330.6399999,3059.2799999999997,58800.0
Avionic 40 Ah Ni,14,7,1644691219.08,3569.16,68600.0
Avionic 40 Ah Ni,14,8,1879647107.52,4079.04,78400.0
Avionic 40 Ah Ni,14,9,2114602995.96,4588.92,88200.0
Avionic 40 Ah Ni,15,1,251738451.9,546.3000000000001,10500.0
Avionic 40 Ah Ni,15,2,503476903.8,1092.6000000000001,21000.0
Avionic 40 Ah Ni,15,3,755215355.7,1638.9,31500.0
Avionic 40 Ah Ni,15,4,1006953807.6,2185.2000000000003,42000.0
Avionic 40 Ah Ni,15,5,1258692259.5,2731.5000000000005,52500.0
Avionic 40 Ah Ni,15,6,1510430711.4,3277.8,63000.0
Avionic 40 Ah Ni,15,7,1762169163.3,3824.1000000000004,73500.0
Avionic 40 Ah Ni,15,8,2013907615.2,4370.400000000001,84000.0
Avionic 40 Ah Ni,15,9,2265646067.1,4916.700000000001,94500.0
Avionic 40 Ah Ni,16,1,268521015.36,582.72,11200.0
Avionic 40 Ah Ni,16,2,537042030.72,1165.44,22400.0
Avionic 40 Ah Ni,16,3,805563046.08,1748.16,33600.0
Avionic 40 Ah Ni,16,4,1074084061.44,2330.88,44800.0
Avionic 40 Ah Ni,16,5,1342605076.8000002,2913.6000000000004,56000.0
Avionic 40 Ah Ni,16,6,1611126092.16,3496.32,67200.0
Avionic 40 Ah Ni,16,7,1879647107.52,4079.04,78400.0
Avionic 40 Ah Ni,16,8,2148168122.88,4661.76,89600.0
Avionic 40 Ah Ni,16,9,2416689138.2400002,5244.4800000000005,100800.0
Avionic 40 Ah Ni,17,1,285303578.82,619.14,11900.0
Avionic 40 Ah Ni,17,2,570607157.64,1238.28,23800.0
Avionic 40 Ah Ni,17,3,855910736.46,1857.42,35700.0
Avionic 40 Ah Ni,17,4,1141214315.28,2476.56,47600.0
Avionic 40 Ah Ni,17,5,1426517894.1,3095.7,59500.0
Avionic 40 Ah Ni,17,6,1711821472.92,3714.84,71400.0
Avionic 40 Ah Ni,17,7,1997125051.74,4333.98,83300.0
Avionic 40 Ah Ni,17,8,2282428630.56,4953.12,95200.0
Avionic 40 Ah Ni,17,9,2567732209.38,5572.26,107100.0
Avionic 40 Ah Ni,18,1,302086142.28000003,655.5600000000001,12600.0
Avionic 40 Ah Ni,18,2,604172284.5600001,1311.1200000000001,25200.0
Avionic 40 Ah Ni,18,3,906258426.8400002,1966.6800000000003,37800.0
Avionic 40 Ah Ni,18,4,1208344569.1200001,2622.2400000000002,50400.0
Avionic 40 Ah Ni,18,5,1510430711.4,3277.8,63000.0
Avionic 40 Ah Ni,18,6,1812516853.6800003,3933.3600000000006,75600.0
Avionic 40 Ah Ni,18,7,2114602995.9600003,4588.92,88200.0
Avionic 40 Ah Ni,18,8,2416689138.2400002,5244.4800000000005,100800.0
Avionic 40 Ah Ni,18,9,2718775280.5200005,5900.040000000001,113400.0
Avionic 40 Ah Ni,19,1,318868705.74,691.98,13300.0
Avionic 40 Ah Ni,19,2,637737411.48,1383.96,26600.0
Avionic 40 Ah Ni,19,3,956606117.22,2075.94,39900.0
Avionic 40 Ah Ni,19,4,1275474822.96,2767.92,53200.0
Avionic 40 Ah Ni,19,5,1594343528.7,3459.9,66500.0
Avionic 40 Ah Ni,19,6,1913212234.44,4151.88,79800.0
Avionic 40 Ah Ni,19,7,2232080940.1800003,4843.860000000001,93100.0
Avionic 40 Ah Ni,19,8,2550949645.92,5535.84,106400.0
Avionic 40 Ah Ni,19,9,2869818351.66,6227.82,119700.0
Avionic 40 Ah Ni,20,1,335651269.20000005,728.4000000000001,14000.0
Avionic 40 Ah Ni,20,2,671302538.4000001,1456.8000000000002,28000.0
Avionic 40 Ah Ni,20,3,1006953807.6000001,2185.2000000000003,42000.0
Avionic 40 Ah Ni,20,4,1342605076.8000002,2913.6000000000004,56000.0
Avionic 40 Ah Ni,20,5,1678256346.0000002,3642.0000000000005,70000.0
Avionic 40 Ah Ni,20,6,2013907615.2000003,4370.400000000001,84000.0
Avionic 40 Ah Ni,20,7,2349558884.4000006,5098.800000000001,98000.0
Avionic 40 Ah Ni,20,8,2685210153.6000004,5827.200000000001,112000.0
Avionic 40 Ah Ni,20,9,3020861422.8,6555.6,126000.0
Avionic 40 Ah Ni,21,1,352433832.66,764.82,14700.0
Avionic 40 Ah Ni,21,2,704867665.32,1529.64,29400.0
Avionic 40 Ah Ni,21,3,1057301497.98,2294.46,44100.0
Avionic 40 Ah Ni,21,4,1409735330.64,3059.28,58800.0
Avionic 40 Ah Ni,21,5,1762169163.3000002,3824.1000000000004,73500.0
Avionic 40 Ah Ni,21,6,2114602995.96,4588.92,88200.0
Avionic 40 Ah Ni,21,7,2467036828.6200004,5353.740000000001,102900.0
Avionic 40 Ah Ni,21,8,2819470661.28,6118.56,117600.0
Avionic 40 Ah Ni,21,9,3171904493.94,6883.38,132300.0
Avionic 40 Ah Ni,22,1,369216396.12,801.24,15400.0
Avionic 40 Ah Ni,22,2,738432792.24,1602.48,30800.0
Avionic 40 Ah Ni,22,3,1107649188.3600001,2403.7200000000003,46200.0
Avionic 40 Ah Ni,22,4,1476865584.48,3204.96,61600.0
Avionic 40 Ah Ni,22,5,1846081980.6,4006.2,77000.0
Avionic 40 Ah Ni,22,6,2215298376.7200003,4807.4400000000005,92400.0
